userId,Movie_id,Movie_Title,Released_Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
8008,8008,Kurukshetra,-1950,,,,,Shanti Kumar,Karan Dewan,Kuldip Kaur,Nargis
8029,8029,Maya Bazar,-1965,,Drama,7.1,17,Motilal,Motilal,Leela Mishra,Moti Sagar
8031,8031,Aegan,-1952,,,,,Hemchandra Chunder,Asitbaran,Molina Devi,Manorama
8035,8035,"Oh, My God!!",-1943,,,,,Chaturbhuj Doshi,Arun,Khurshid Begum,
8041,8041,Hulla,-1976,123 min,"Comedy, Romance",8.3,"3,868",Basu Chatterjee,Ashok Kumar,Vidya Sinha,Amol Palekar
8045,8045,Saleem,-2001,,Thriller,,,,,,
8046,8046,The Lovers,-2004,,Romance,,,,,,
8055,8055,Jhootha Hi Sahi,-1967,175 min,"Drama, Romance",6.7,39,Alo Sarkar,Vyjayanthimala,Uttam Kumar,Rajendranath Malhotra
8057,8057,Wake Up Sid,-1939,,,,,B.S. Rajhans,Leela Chitnis,P. Jairaj,
8058,8058,Fox,-1981,,Comedy,,,Arun Jaitly,Master Bhagwan,Helen,Aruna Irani
8062,8062,Kal Kissne Dekha,-1973,,"Action, Thriller",7,82,Vijay Anand,Dev Anand,Vijay Anand,Ajit
8069,8069,Dev.D,-1965,,Action,,,Indira Bansal,Chitra,Habib,Azaad Irani
8071,8071,Sorry Bhai!,-2001,127 min,"Drama, Musical, Romance",4.6,86,Aziz Sejawal,Sanjay Kapoor,Mamta Kulkarni,Manisha Koirala
8073,8073,New York,-2016,94 min,"Adventure, Drama, Family",8.4,79,Pratik Mittal,Akshat Jain,Sanket Chauhan,Anshu Khatri
8078,8078,Sagar Alias Jackie: Reloaded,-2019,127 min,Drama,5.3,30,Shekhar Sirrinn,Natalia Janoszek,Ashutosh Rana,Makrand Deshpande
8080,8080,Maharathi,-2005,90 min,"Comedy, Drama, Romance",5.6,524,Harmage Singh Kalirai,Chris Bisson,Saeed Jaffrey,Sally Bankes
8082,8082,Blue Oranges,-2018,112 min,"Comedy, Drama, Family",6.4,12,Radheshyam Pipalwa,Chetan Sharma,Mayur More,Abhimanyu Singh
8083,8083,Raavan,-2019,115 min,Drama,,,Manish Tiwary,Ritvik Sahore,Avneet Kaur,Rajeshwari Sachdev
8084,8084,Veruthe Oru Bharya,-2016,110 min,Drama,7.2,15,Mehran Amrohi,Svar Kamble,Ayush Pathak,Vinay Pathak
8091,8091,Aapthamitra,-1993,,Action,,,G.Sekaran Kalaipuli,Bhanuchander,King Kong,Radhika Sarathkumar
8092,8092,I Am 24,-2002,,Thriller,,,,,,
8097,8097,Raaz: The Mystery Continues,-2019,64 min,Documentary,,,Leonard Morris,,,
8098,8098,Cycle,-2008,74 min,Documentary,7.4,80,Rajesh S. Jala,,,
8099,8099,Do Knot Disturb,-2014,160 min,"Drama, History, War",6.7,879,Mrityunjay Devvrat,Farooq Shaikh,Victor Banerjee,Pawan Malhotra
8102,8102,Dredd - Il giudice dell'apocalisse,-2011,135 min,"Comedy, Drama, Family",7.5,"7,296",Vikas Bahl,Nitesh Tiwari,Irfan Khan,Sanath Menon
8103,8103,Ishqiya,-2008,58 min,Documentary,,,Akanksha Joshi,,,
8104,8104,Pyaar Impossible!,-2000,,Drama,7.4,15,Mahesh Kothare,Anand Abhyankar,Laxmikant Berde,Priya Arun Berde
8114,8114,Manjadikuru,-1973,,Action,,,Prabhat Mukherjee,Sabita Chatterjee,Dhumal,Helen
8118,8118,Ayan,-1998,175 min,"Action, Adventure, Drama",6.6,"1,430",Rajkumar Santoshi,Om Puri,Naseeruddin Shah,Danny Denzongpa
8119,8119,Madholal Keep Walking,-1962,151 min,"Comedy, Crime, Romance",7.1,201,Shakti Samanta,Shammi Kapoor,Shakila,Helen
8120,8120,Antaheen,-2015,116 min,Romance,6.8,62,Sharique Minhaj,Parveen Kaur,Faisal Khan,Shahbaaz Khan
8121,8121,Gandhada Gudi,-2006,155 min,Drama,4.6,189,Kalpana Lajmi,Sushmita Sen,Mithun Chakraborty,Anuj Sawhney
8141,8141,Arundhati,-1940,,,,,Sarvottam Badami,Eddie Billimoria,Keshavrao Date,Sabita Devi
8142,8142,Naughty @ 40,-1971,,Drama,4.6,9,Ram Maheshwari,Leena Chandavarkar,Sanjay Khan,Pran
8143,8143,Chatur Singh Two Star,-1955,,Action,,,Nalini Jaywant,Leela Mishra,Pran,Shekhar
8144,8144,Madrasapattinam,-1993,,Action,,,C.L. Bansal,Phoolan Devi,Jainendra,Amjad Khan
8145,8145,Dishyum,-1990,,Action,,,Danny Denzongpa,,,
8153,8153,Maruthamalai,-1959,,,,,Noshir Engineer,Ajit,Habib,Kamran
8155,8155,Roja Kootam,-2006,150 min,"Action, Crime, Drama",4,51,Kanmani,Sumanth,Charmy Kaur,Rahul Dev
8157,8157,Miral,-1931,,,,,Kanjibhai Rathod,Kashinath,Master Mohammed,Shantakumari
8160,8160,Khela,-1988,132 min,"Biography, History",,,Ram Pahwa,Raja Bundela,Alka Noopur,Gouri Khurana
8161,8161,Sampathige Saval,-2009,115 min,"Comedy, Drama",6,191,Ranjit Kapoor,Rishi Kapoor,Priyanshu Chatterjee,Kulraj Randhawa
8164,8164,Jai Veeru: Friends Forever,-2020,80 min,"Drama, War",7.8,"4,063",Devanshu Singh,Satyanshu Singh,Vinay Pathak,Tillotama Shome
8167,8167,99,-2010,92 min,"Animation, Drama, Fantasy",,,Sheshagiri Yelameli,,,
8170,8170,Chakk De Phatte,-2016,135 min,Drama,6.8,5,Priyanka,Gouri Ash,Rakesh Bedi,Neha Pal Chowdhury
8172,8172,Kisaan,-2019,90 min,Drama,6.5,941,Safdar Rahman,Sunny Pawar,Mala Mukherjee,Surojit
8181,8181,Aa Dekhen Zara,-1969,,"Drama, Family, Musical",6.7,48,Raj Khosla,Sunil Dutt,Asha Parekh,Om Prakash
8183,8183,Karthik Calling Karthik,-1943,,,4,6,Ram Daryani,Ishwarlal,,
8184,8184,The Prodigies,-1959,,"Drama, Family",7.2,38,Devendra Goel,Rajendra Kumar,Meena Kumari,Mumtaz Begum
8186,8186,Race 2,-1955,,,,,G.P. Pawar,C.M. Trivedi,Bipin Gupta,Kanta Kumari
8187,8187,Naan Kadavul,-1991,,Action,,,Ravi Raja Pinisetty,Raviraja Pinisetty,Chiranjeevi,Radha
8188,8188,Santhosh Subramaniyam,-2005,,Drama,,,Nagendra Babu,Kota Srinivasan,Vijay Akula Verdhan,
8193,8193,13B: Fear Has a New Address,-2018,90 min,Romance,,,Rahul Deo Verma,Mradula Chauhan,Sadhna Chauhan,Harsh Dwivedi
8195,8195,Dhaam Dhoom,-1981,,Drama,8,6,Tanvir Ahmed,Deepti Naval,Inayatullah Kantroo,Sulabha Deshpande
8196,8196,Mugavari,-1976,105 min,"Drama, Romance",7.5,618,Basu Chatterjee,Amol Palekar,Zarina Wahab,Vijayendra Ghatge
8198,8198,Yaaradi Nee Mohini,-2011,120 min,"Drama, Mystery, Thriller",3.9,134,Suneet Arora,Ravi Kishan,Rahul Singh,Sanjay Swaraj
8199,8199,Mirch,,75 min,Fantasy,,,Devendra Sarkar,,,
8201,8201,Chirodini Tumi Je Amar,-2018,,Drama,,,Himanshu Malik,Auritra Ghosh,Vibhore Mayank,Naina Trivedi
8202,8202,I Love You,-1964,,"Comedy, Drama",7.4,80,Kidar Nath Sharma,Ashok Kumar,Meena Kumari,Pradeep Kumar
8205,8205,Jackpot,-1941,156 min,"Drama, History, Musical",,,Kidar Nath Sharma,Miss Mehtab,Nandrekar,A.S. Gyani
8206,8206,Kaalbela,-1954,,Drama,,,Hemchandra Chunder,Souren Sen,Utpal Dutt,Jiban Ganguly
8207,8207,Sathi,-2012,105 min,"Action, Drama, War",7.3,"1,558",Bedabrata Pain,Manoj Bajpayee,Barry John,Delzad Hiwale
8208,8208,Dhoondte Reh Jaoge,-1947,,,7.7,19,Mohan Sinha,Monica Desai,Gulnar,Raj Kapoor
8210,8210,Chance Pe Dance,-2005,160 min,"Crime, Drama, Mystery",4.8,"1,906",Vivek Agnihotri,Anil Kapoor,Sunil Shetty,Arshad Warsi
8211,8211,Bishh,-2020,114 min,Drama,5.8,"4,826",Anurag Kashyap,Saiyami Kher,Roshan Mathew,Amruta Subhash
8212,8212,Agent Vinod,-2003,,Thriller,,,,,,
8213,8213,Once Upon a Time in Mumbaai,-1982,,Drama,,,,,,
8214,8214,Action Replayy,-2000,85 min,Family,7.4,7,Virendra Saini,Puru Chibber,Pankaj Jha,Parikshit Sahni
8215,8215,Well Done Abba!,-2015,,Drama,6.4,8,Ravindra Singh Rajawat,Ravi Jhanghu,Meghna Naidu,Chandrachur Singh
8216,8216,Chalo Let's Go,-1993,,,,,Sai Paranjape,,,
8218,8218,Challenge,-2019,100 min,"Comedy, Drama",6.5,"4,293",Sachin Yardi,Abhay Deol,Mithila Palkar,Vijay Raaz
8219,8219,Straight,-1950,,,,,Anand Prasad Kapoor,Cuckoo,,
8220,8220,Sarvam,-1993,137 min,"Action, Adventure, Drama",6.9,53,Pavan Kaul,Aditya Pancholi,Pooja Bhatt,Aruna Irani
8221,8221,Mon Mane Na,-2015,107 min,Comedy,4.7,22,Rajiv S. Ruia,Asrani,Kurush Deboo,Manoj Joshi
8227,8227,Premer Kahini,-1954,127 min,"Action, Drama",6.1,24,Prem Narayan Arora,Shammi Kapoor,Sumitra Devi,Chitra
8228,8228,Golmaal,-1974,,"Crime, Drama, Thriller",6.7,23,Prem Prakash,Vijay Anand,Leena Chandavarkar,Trilok Kapoor
8232,8232,Eradu Kanasu,-1975,,"Drama, Family",,,B.V. Karanth,Om Puri,,
8233,8233,Nater Guru,-2013,99 min,"Comedy, Drama, Thriller",6.5,225,Rajesh. K.,Deepak Dobriyal,Priya Bathija,Anshul Kataria
8235,8235,Manithan,-1965,,Action,,,Pradeep Nayyar,Master Bhagwan,Rajan Haksar,Helen
8236,8236,Polladhavan,-1978,,"Action, Crime, Drama",5.1,8,Ravi Tandon,Shatrughan Sinha,Reena Roy,Bindu
8238,8238,Sold,-1978,,"Action, Comedy, Crime",6.4,34,Vijay Sadanah,Randhir Kapoor,Zeenat Aman,Ashok Kumar
8243,8243,Il potere dei soldi,-2002,145 min,"Action, Comedy, Crime",4.2,"1,124",David Dhawan,Bobby Deol,Om Puri,Paresh Rawal
8244,8244,Pakal Nakshatrangal,-1974,139 min,"Action, Musical, Romance",6.5,146,Ashok Roy,Shashi Kapoor,Mumtaz,Asrani
8245,8245,Champion,-2018,,Crime,,,,,,
8248,8248,Agyaat,-1990,142 min,"Comedy, Crime",4.5,14,Kapil Kapoor,Naseeruddin Shah,Karan Shah,Neelam Kothari
8249,8249,Bhakta Prahlada,-1983,,"Crime, Action, Drama",5.6,29,Amjad Khan,Shatrughan Sinha,Parveen Babi,Shakti Kapoor
8251,8251,Kasturi Nivasa,-1977,138 min,"Action, Crime, Drama",5.8,44,Prayag Raj,Shashi Kapoor,Vinod Khanna,Parveen Babi
8254,8254,Mayura,-1954,,,,,Kidar Nath Sharma,Agha,Geeta Bali,Pratima Devi
8256,8256,Unnaipol Oruvan,-1956,158 min,"Comedy, Musical, Romance",7.7,475,Anant Thakur,Nargis,Raj Kapoor,Gope
8258,8258,Operation Diamond Racket,-2003,135 min,"Comedy, Romance, Musical",4.8,837,Milan Luthria,Ajay Devgn,Sonali Bendre,Rani Mukerji
8259,8259,Goa,-1972,115 min,"Action, Drama",5,5,Keval P. Kashyap,Sanjay Khan,Radha Saluja,Kamran
8260,8260,Apartment: Rent at Your Own Risk,-2001,160 min,"Comedy, Drama, Musical",5.4,"4,464",Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Salman Khan,Rani Mukerji
8262,8262,Neninthe,-1975,165 min,"Comedy, Musical, Romance",7,136,Brij,Ashok Kumar,Shashi Kapoor,Zeenat Aman
8269,8269,We Are Family,-1982,149 min,"Comedy, Drama",5.3,39,Jyoti Swaroop,Jeetendra,Neetu Singh,Shreeram Lagoo
8270,8270,Kutty Srank: The Sailor of Hearts,-1970,,,,,Mohammed Hussain,Dara Singh,Shabnam,Madan Puri
8271,8271,No Problem,-2002,,Action,6.3,20,Jayant Paranji,Mahesh Babu,Bipasha Basu,Rahul Dev
8272,8272,Mohandas,-1980,135 min,Action,7.1,16,Harmesh Malhotra,Shatrughan Sinha,Neetu Singh,Ajit
8274,8274,Soggadi Pellam,-2015,,Comedy,,,Mandeep Chaahal,Asrani,Arya Babbar,Sayali Bhagat
8275,8275,Mesthri,-1960,,Action,,,Amarnath,Shakeela Bano Bhopali,Rajan Haksar,Ram Mohan
8276,8276,Passenger,-1990,,Action,,,V. Menon,Rakesh Bedi,Sunil Dhawan,Sonika Gill
8279,8279,Dhobi Ghat (Mumbai Diaries),-1975,124 min,"Fantasy, Drama",7.4,84,Mrinal Sen,Utpal Dutt,Ajit Banerjee,Shekhar Chatterjee
8280,8280,All the Best: Fun Begins,-2004,,"Musical, Action, Crime",5,29,Nabh Kumar 'Raju',Ashutosh Rana,Sharad S. Kapoor,Nethra Raghuraman
8281,8281,Rocket Singh: Salesman of the Year,-2003,99 min,Fantasy,3.1,102,Jose Punnoose,Sooraj Balaji,S.P. Balasubrahmanyam,Julian Carey
8284,8284,Vel,-2004,90 min,Family,7.1,10,Jayashree Kanal,,,
8288,8288,Thanks Maa,-2020,108 min,Drama,6.1,7,Kumud Chaudhary,Tulika Banerjee,Plabita Borthakur,Rajshri Deshpande
8291,8291,Deiva Magan,-2004,,Thriller,,,,,,
8294,8294,Guzaarish,-1990,,Comedy,,,Sudhir Dalvi,Dilip Dhawan,Arun Govil,Jamuna
8296,8296,Chal Chala Chal,-2019,95 min,"Comedy, Drama",6.8,85,Sandeep Pandey,Prateek Pachauri,Rekha Mishra,Anudeep Singh
8297,8297,"#73, Shaanthi Nivaasa",-1978,,"Action, Crime, Drama",,,C.K. Sobti,Vijay Bahel,Dimpi Chauhan,Vishal Desai
8299,8299,Gaturro - Un Gatto Superstar,-2019,93 min,Family,,,Dinesh Chaudhary,Vikas Balian,Uttar Kumar,Vanshika Sharma
8302,8302,Tum Milo Toh Sahi,-1974,135 min,Drama,5.3,22,Shyam Ralhan,Sanjeev Kumar,Yogeeta Bali,Vinod Khanna
8304,8304,Saat Pake Bandha,,,Action,,,Shekhar Ghosh,,,
8305,8305,Magadheera,-2020,85 min,Family,5.8,19,Akshay Indikar,Neel Deshmukh,Anushree Wani,
8306,8306,Peepli [Live],-2014,50 min,"Documentary, Drama",,,Shravan Katikaneni,,,
8310,8310,Ee Pattanathil Bhootham,-2016,120 min,Drama,5.9,22,Ananya Kasarvalli,Shrunga B.V.,Krishnamurthy,
8311,8311,Pokkiri,-1994,,Drama,,,Raj Deep,Adil Amaan,Rajni Bala,Raj Deep
8312,8312,Villu,-1997,98 min,Horror,4.9,10,P. Chandrakumar,Kiran Kumar,Poonam Dasgupta,Anil Dhawan
8313,8313,Rann,-2005,,Horror,7.8,25,Raj Mohan,Ponnambalam,,
8321,8321,Ek: The Power of One,-2000,,Horror,,,Dinesh Thakkar,Brij Gopal,Rashid Khan,Surendra Pal
8322,8322,Oy!,-1999,,Horror,,,Ishrat Ali,Dinesh Hingoo,Kaizar Khan,Razak Khan
8325,8325,Khatta Meetha,-2016,100 min,"Horror, Thriller",2.4,142,Surya Lakkoju,Preeti Soni,Amal Sherawat,Nidhi Bhardwaj
8328,8328,Prince,-1998,,Horror,,,P. Chandrakumar,Rita Bhaduri,Poonam Dasgupta,Anil Dhawan
8330,8330,Bhramaram,-1942,,,,,L.J. Bhatt,K.J. Parmar,Prem Adib,Gulab
8331,8331,Deepavali,-1980,,"Action, Thriller",5.3,31,Satpal,Feroz Khan,Neetu Singh,Dharmendra
8332,8332,Abohomaan,-2015,,Music,,,Rahul Singh Rathod,Vivek Verma,,
8333,8333,Raju Maharaju,-1948,,Drama,,,Ravindra Dave,Manorama,Wasti,Randhir
8334,8334,Sono il numero quattro,-2006,164 min,"Comedy, Drama, Romance",6.8,"9,171",Priyadarshan,Kookie Gulati,Shahid Kapoor,Kareena Kapoor
8337,8337,Hum Tum Aur Ghost,-1975,146 min,"Comedy, Drama, Romance",8.3,"11,923",Hrishikesh Mukherjee,Dharmendra,Sharmila Tagore,Amitabh Bachchan
8338,8338,Prayanam,-2003,164 min,"Comedy, Musical, Romance",5.4,112,Shona Urvashi,Zulfi Sayed,Masumeh Makhija,Rati Agnihotri
8339,8339,Love Khichdi,-1997,,"Crime, Mystery, Thriller",4.3,17,Ambrish Sangal,Jeetendra,Avinash Wadhawan,Somy Ali
8342,8342,Poo,-2000,,Romance,,,Mimicry Dayanand,Bank Janardhan,Tennis Krishna,Malavikka
8343,8343,Hashar: A Love Story...,-2003,143 min,"Action, Drama, Mystery",3.7,463,Sangeeth Sivan,Zayed Khan,Esha Deol,Gulshan Grover
8344,8344,Aagey Se Right,-1968,150 min,Action,,,S. Azim,Azaad Irani,Indira,Mohan Sherry
8345,8345,Una stella in cucina,-2015,113 min,Fantasy,6.7,9,Kiran Nakti,Mangesh Desai,Vinit Bonde,Janardhan Parab
8346,8346,Thimiru,-1946,,Musical,,,Kidar Nath Sharma,,,
8348,8348,Gabhricha Paus,-1979,,Documentary,6.6,33,Krishna Shah,Amitabh Bachchan,Zeenat Aman,Dharmendra
8350,8350,Kovil,-1934,,,,,Rajendra Raj Gaur,Alaknanda,,
8352,8352,Aadhavan,-2020,,Drama,,,Ajay Yadav,,,
8357,8357,Asal,-1943,,Drama,,,Ramanlal Desai,Mirajkar,Baburao Pahelwan,Vasantrao
8360,8360,Teree Sang: A Kidult Love Story,-1941,,,,,Balwant Bhatt,,,
8363,8363,Chandralekha,-1959,,"Action, Crime, Drama",,,Noshir Engineer,Fearless Nadia,John Cawas,Sheila Kashmiri
8364,8364,Hide & Seek,-1946,,,,,B.R. Mudnaney,Brij Rani,Baburao Pahelwan,Varalaxmi
8366,8366,Chennai 600028,-1959,,Action,4.8,5,Noshir Engineer,Fearless Nadia,John Cawas,Sheila Kashmiri
8370,8370,Aaranya Kaandam,-1958,,,,,Chandrakant,C.M. Trivedi,Kamal Kapoor,Kamini Kaushal
8371,8371,Mayaavi,-1950,,,,,Balwant Bhatt,John Cawas,Sona Chatterjee,Dalpat
8372,8372,Paiyaa,-2022,112 min,Comedy,,,Rohit Shetty,Jacqueline Fernandez,Pooja Hegde,Ranveer Singh
8373,8373,Paran Jai Jaliya Re,-2015,77 min,Documentary,,,Shaunak Sen,,,
8374,8374,Parattai Engira Azhagu Sundaram,-2002,,Drama,,,Ramesh Goyal,Raza Murad,Anil Nagrath,Ranjeet
8378,8378,Silambattam,-2014,126 min,"Drama, Thriller",7.4,"4,828",Hansal Mehta,Rajkummar Rao,Patralekhaa Paul,Manav Kaul
8380,8380,Siva Manasula Sakthi,-2016,85 min,Drama,,,Spandan Banerjee,Rupleena Bose,Sabyasachi Chakrabarty,Danish Husain
8381,8381,Anjaana Anjaani,-2014,105 min,Drama,,,Mahesh D. Singh,Kiran Janjani,Rushad Rana,Piyush Gupta
8382,8382,Kattradhu Thamizh,-2010,145 min,"Crime, Drama",6.8,355,Mahesh Manjrekar,Sachin Khedekar,Seema Biswas,Ankush Chaudhari
8385,8385,Bharani,-1993,,Action,,,R. Thyagaraajan,Lakshmi,Suma Anand Ras,Vijayakanth
8386,8386,Theeradha Vilaiyattu Pillai,-2020,98 min,"Action, Crime, Drama",5.8,"5,084",Atul Sabharwal,Bobby Deol,Anup Soni,Joy Sengupta
8392,8392,Thillalangadi,-1986,,Documentary,,,Prakash Jha,,,
8395,8395,Vaamanan,-2005,,Drama,4.7,53,Babbar Subhash,Mithun Chakraborty,Meghna Naidu,Vikas Bhardwaj
8396,8396,Damadamm!,-2012,,Musical,,,Deepak Gattani,,,
8397,8397,Josh,-1989,165 min,"Action, Crime, Drama",2.3,126,Manoj Kumar,Manoj Kumar,Ashok Kumar,Rajendra Kumar
8398,8398,Naan Mahaan Alla,-2010,127 min,"Drama, Horror, Mystery",3.5,317,Sangeeth Sivan,Shreyas Talpade,Sada,Sneha Ullal
8399,8399,Baana Kaathadi,-2020,52 min,"Action, Horror, Thriller",2,228,Ram Gopal Varma,Mia Malkova,Renan Severo,
8400,8400,Satham Podathey,-2013,137 min,Drama,7.3,433,Sanjay Tripathy,Farooq Shaikh,Sarika,Raghuvir Yadav
8401,8401,Baabarr,-2016,125 min,"Action, Musical, Thriller",6.9,17,B. Prasad,Rajbeer Singh,Nish,Ajaz Khan
8402,8402,Aisha,-2000,60 min,Musical,,,S.U. Syed,Manish,Raashee,Harshita
8403,8403,Baanam,-2015,48 min,Documentary,8,6,Ajay Koli,Felix Roeben,,
8406,8406,Mulla,-2021,,"Drama, Family",,,Akshay Ditti,Sanjay Mishra,Sonal Jha,Vivaan Shah
8407,8407,My Friend Pinto,-1980,,Action,,,Batra Mohinder,Ardhendu Bose,Nikii Waalia,Ajit
8408,8408,Vaada Raha... I Promise,-1963,,"Action, Drama, Fantasy",5.4,10,Nanabhai Bhatt,Ragini,Mahipal,Tiwari
8409,8409,Ayirathil Oruvan,-2012,146 min,"Comedy, Drama, Romance",6.3,"13,486",Homi Adajania,Saif Ali Khan,Deepika Padukone,Diana Penty
8412,8412,Vihir,-2007,,"Drama, Thriller",,,Maninder Bhandari,Vijay Bhatotiya,Samarth Chaturvedi,Preeti Jain
8414,8414,Thulladha Manamum Thullum,,,Action,,,Sunil Shetty,Makrand Deshpande,Zakir Hussain,Humayoon Shams Khan
8418,8418,Loudspeaker,-2019,,Drama,6.9,7,Khan Aleena,Vishal Anand,Rishi Bhutani,Canelle Hoppe
8425,8425,Iti Mrinalini: An Unfinished Letter...,-2015,90 min,Drama,5.9,101,Manu Warrier,Arjun Mathur,Sugandha Garg,Ishwari Bose-Bhattacharya
8426,8426,Angshumaner Chhobi,-1957,,Drama,,,Geeta Bali,Helen,Jeevan,Shammi Kapoor
8440,8440,Ritu,-2009,,Drama,6.4,8,Gurbir Singh Grewal,Ashutosh Rana,Sakshi Tanwar,Neha Mishra
8443,8443,Tum Mile,-2011,121 min,Drama,,,Atul Srivastava,Ramnita Chaudhry,Mohan Joshi,Ashraf Khan
8445,8445,Billa,-2019,136 min,Romance,,,Munish Sharma,Karan Kundra,,
8447,8447,Arya 2,-1960,,"Drama, Romance",6.4,26,T. Prakash Rao,Shammi Kapoor,Om Prakash,Raj Mehra
8452,8452,Abhiyum Naanum,-1978,,Romance,6.2,9,S.D. Narang,Bindiya Goswami,Rita Bhaduri,Master Bhagwan
8454,8454,Kaana Kanmani,-1990,,Romance,,,Surendra Gupta,Veerendra Singh,Amita Nangia,Pankaj Berry
8456,8456,Paa,-1935,,Drama,,,Jayant Desai,Madhuri,Raja Sandow P.K.,Ghori
8460,8460,Orange,-2019,127 min,Drama,,,Keval Shah,Mukesh Shah,Dimple Ahire,Jay Deshmukh
8466,8466,Peraanmai,-2001,100 min,Horror,,,Madusree,Shobha Raj,,
8469,8469,Patiala House,-1944,,,,,Balwant Bhatt,,,
8471,8471,Kanthaswamy,,,Drama,,,Pulkit Datta,,,
8473,8473,Thana Theke Aschi,,108 min,Thriller,,,Anand Vrs Tomar,Sanjay Mishra,Purab Kohli,Ivan Rodrigues
8474,8474,The Flying Machine,-2018,,Comedy,8.7,21,Aziz Naser,Gullu Dada,Shahbaz Khan,Aziz Naser
8480,8480,Aao Wish Karein,-2008,132 min,"Biography, Drama, Romance",7,"1,827",Ketan Mehta,Randeep Hooda,Nandana Sen,Paresh Rawal
8481,8481,Kerala Cafe,-2006,92 min,Drama,5.6,58,Faisal Saif,Arun Bakshi,Hayley Cleghorn,Bobby Darling
8486,8486,Angel John,-2021,122 min,Drama,,,Rajeshwar Pandey Raaj,Tanzeem Alam,Amlesh Jaiswal,Manoj Jaiswal
8488,8488,Dujone,-2020,117 min,"Comedy, Romance",7.7,"1,662",Nachiket Samant,Saqib Saleem,Shweta Basu Prasad,Pooja Bedi
8491,8491,Aayirathil Oruvan,,,"Drama, Romance",,,Steven Roy Thomas,Isabelle Kaif,Harsh Kapoor,
8497,8497,Prem Amar,-1981,,Action,5.1,19,Rakesh Kumar,Amjad Khan,Tanuja,Arun Govil
8498,8498,Shob Charitro Kalponik,-1959,,,,,Kedar Kapoor,Helen,Kamal Kapoor,Kumkum
8504,8504,Knock Out,-1988,149 min,"Action, Drama, Romance",4.2,171,Babbar Subhash,Mithun Chakraborty,Mandakini,Hemant Birje
8505,8505,Ra.One,-2013,124 min,"Action, Adventure, Thriller",6.2,"4,757",Dilip Ghosh,Vidyut Jammwal,Hsieh Chang Hai,Nelson Liao Sheng Hua
8508,8508,Zindagi Na Milegi Dobara,-2017,144 min,"Action, Adventure, Thriller",5.3,"3,015",Deven Bhojani,Vidyut Jammwal,Adah Sharma,Esha Gupta
8512,8512,Colors,-2019,133 min,"Action, Adventure, Thriller",5.7,"2,425",Aditya Datt,Vidyut Jammwal,Adah Sharma,Gulshan Devaiah
8515,8515,War Horse,-2004,,Action,,,Sneha,Srikanth,,
8525,8525,Bhagavan,-1963,,Action,,,O.P. Dutta,Sohan Kapila,Shashikala,Shyama
8526,8526,Accident on Hill Road,-2002,142 min,"Action, Crime, Drama",7.9,"14,795",Ram Gopal Varma,Ajay Devgn,Mohanlal,Manisha Koirala
8527,8527,Vettaikaaran,-2018,,Drama,,,Suresh Chauhan,Rock Mahi,,
8530,8530,Tees Maar Khan,-1974,155 min,"Drama, Mystery, Thriller",7.1,668,Ravi Tandon,Amitabh Bachchan,Parveen Babi,Pran
8532,8532,Moz & Cat,-2019,52 min,"Drama, Thriller",,,Deepak Sharma,Mohd Ashique Hussain,Veen,Singh Bhupesh
8533,8533,Housefull,-2015,115 min,Drama,,,Honey Romey,Gaurav Bajaj,Manoj Bidwai,Siddharth
8541,8541,Paleri Manikyam: Oru Pathirakolapathakathinte Katha,-1986,140 min,Drama,6.5,15,Muzaffar Ali,Shabana Azmi,Farooq Shaikh,Rohini Hattangadi
8549,8549,Striker,-2018,60 min,Documentary,,,Piyush Pande,,,
8552,8552,Chiru Navvuto,,,Drama,,,Navneet Saini,,,
8553,8553,Jayam Manadera,-2021,92 min,"Drama, Thriller",9,223,Shadab Ahmad,Sidharth Bhardwaj,Monis Khan,Pooja Gupta
8556,8556,Kalisundam Raa,-2020,112 min,Thriller,,,C.L. Prasad,Zoya Afroz,Anju Asrani,Haas
8557,8557,Narasimha Naidu,-2008,117 min,"Action, Crime, Drama",4,230,Ram Gopal Varma,Adhvik Mahajan,Sakshi Gulati,Amruta Khanvilkar
8559,8559,Nuvvu Leka Nenu Lenu,-2020,104 min,Horror,6.2,191,Lalit Marathe,Nabeel Ahmed,Amit Ashar,Bhavin Bhanushali
8560,8560,Nuvvu Vasthavani,-2009,104 min,"Comedy, Drama",5.4,282,Dilip Mehta,Seema Biswas,Don McKellar,Lisa Ray
8563,8563,Raja,-1983,177 min,"Action, Comedy, Drama",6.6,"2,123",Manmohan Desai,Prayag Raj,Amitabh Bachchan,Waheeda Rehman
8569,8569,Samarasimha Reddy,-1995,143 min,"Action, Comedy, Romance",6.6,"4,843",David Dhawan,Govinda,Karisma Kapoor,Harish
8571,8571,Yuvaraju,-1991,146 min,"Action, Drama, Romance",6.7,678,K. Raghavendra Rao,Venkatesh Daggubati,Tabu,Babu Mohan
8576,8576,Fired,-2020,134 min,"Action, Comedy, Romance",2.9,"56,232",David Dhawan,Varun Dhawan,Sara Ali Khan,Paresh Rawal
8579,8579,Munde U.K. De,-2006,142 min,Drama,6.5,"1,957",Madhur Bhandarkar,Bipasha Basu,Kay Kay Menon,Raj Babbar
8584,8584,Atithi Tum Kab Jaoge?,-2017,145 min,Horror,,,Kurne Tahirhusen,,,
