Movie_id,Movie_Title,Released_Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
7853,Aamir,-2004,124 min,"Horror, Mystery",5.2,"1,028",Santram Varma,Sohail Khan,Isha Koppikar,Anita Hassanandani Reddy
7865,What's Your Raashee?,-2020,96 min,"Drama, Fantasy, Horror",6.5,29,Sidharth Srinivasan,Avantika Akerkar,M.D. Asif,Kishan Bahurupiya
7866,Luck,-1990,144 min,"Action, Crime, Drama",5.1,187,Shashilal K. Nair,Sanjay Dutt,Sunny Deol,Amrita Singh
7867,Contract,-2000,141 min,"Action, Comedy, Drama",4.4,213,Ashok Honda,Sunil Shetty,Johnny Lever,Rambha
7870,Hisss,-1981,159 min,"Action, Crime, Thriller",6.5,165,Subhash Ghai,Dharmendra,Shashi Kapoor,Zeenat Aman
7872,Donga Police,-2006,154 min,"Action, Adventure, Sci-Fi",6.4,"19,091",Rakesh Roshan,Hrithik Roshan,Priyanka Chopra Jonas,Rekha
7873,Prema Panjaram,-2013,152 min,"Action, Adventure, Sci-Fi",5.2,"21,272",Rakesh Roshan,Hrithik Roshan,Vivek Oberoi,Priyanka Chopra Jonas
7875,Red Alert: The War Within,-1993,187 min,"Action, Drama, War",5.9,575,J.P. Dutta,Sunil Dutt,Dharmendra,Vinod Khanna
7876,Jail,-2011,92 min,Drama,6.7,302,Karan Gour,Rasika Dugal,Alekh Sangal,Sudhir Pednekar
7880,Ek,-2011,105 min,Drama,4.3,126,Shukla Barnali Ray,Shefali Shah,Om Puri,Rahul Bose
7881,Bhanumathi & Ramakrishna,-2003,143 min,"Horror, Mystery",4.2,851,Anurag Basu,Anil v Kumar,Tusshar Kapoor,Esha Deol
7883,Kadakh,-2018,65 min,Drama,8.5,41,Anurag Kawatra,Meenu Kawatra,Saajan Kataria,Rajesh Navgain
7885,Haal-e-Dil,-2007,140 min,Comedy,3.8,15,Basu Chatterjee,Sarvar Ahuja,Satish Kaushik,Anupam Kher
7886,Ajab Prem Ki Ghazab Kahani,-2001,120 min,"Comedy, Drama, Romance",4.6,628,Rahul Rawail,Kajol,Rati Agnihotri,Rishi Kapoor
7887,Sankat City,-1998,177 min,"Comedy, Drama, Musical",7.6,"49,322",Karan Johar,Shah Rukh Khan,Kajol,Rani Mukerji
7888,Hari Puttar: A Comedy of Terrors,-2015,143 min,"Comedy, Drama",2.5,794,Devang Dholakia,Ram Kapoor,Sunny Leone,Evelyn Sharma
7890,Raat Akeli Hai,-2003,169 min,"Comedy, Drama, Romance",5.4,"2,224",Rohan Sippy,Aishwarya Rai Bachchan,Abhishek Bachchan,Satish Shah
7891,Gulaal,-2018,104 min,Drama,4.3,18,Viral H. Patel,Aamir,Tejas Gadhvi,Aamir Ghani
7893,Firaaq,-2002,171 min,"Action, Drama, Romance",5.6,569,K. Ravi Shankar,Vikram Gokhale,Dinesh Hingoo,Adi Irani
7894,Kaathala Kaathala,-2018,116 min,Romance,7.5,820,Onir,Geetanjali Thapa,Zain Khan Durrani,Shray Rai Tiwari
7897,Madambi,-2005,125 min,"Comedy, Romance",3.4,278,Samar Khan,Arshad Warsi,Mahima Chaudhry,Parvin Dabas
7898,Ram Singh Charlie,-2006,112 min,Comedy,3.7,70,Amar Butala,Rekha,Mahima Chaudhry,Vasundhara Das
7899,Chamku,-1981,164 min,"Drama, Mystery, Romance",6.9,315,Chetan Anand,Rajesh Khanna,Raaj Kumar,Hema Malini
7900,Mumbai Meri Jaan,-1998,186 min,"Action, Drama, Romance",4.5,139,Raj N. Sippy,Akshaye Khanna,Urmila Matondkar,Maya Alagh
7901,Phoonk,-1987,150 min,Mystery,5.1,46,K.C. Bokadia,S.A. Chandrashekhar,Beena Banerjee,Ramesh Deo
7904,Detective,-1985,107 min,Comedy,8.5,6,Parvati Menon,Chetan Hansraj,Laxmi Aishwarya,Aditya Gupte
7905,C U Soon,-2014,109 min,"Comedy, Romance",5.3,243,Aman Sachdeva,Siddharth Gupta,Simran Kaur Mundi,Siddharth Bhardwaj
7908,Zero Bridge,-2017,128 min,"Crime, Drama, Mystery",6.6,614,Remy Kohli,Deepak Dobriyal,Gulshan Devaiah,Raima Sen
7914,Kuselan,-1955,150 min,"Crime, Drama",6.5,16,Sohrab Modi,Sohrab Modi,Sunil Dutt,Nimmi
7915,Kaminey,-1993,137 min,"Action, Drama",5.8,40,K.C. Bokadia,Dharmendra,Jaya Prada,Amrish Puri
7918,Meka Suri,-2000,134 min,"Comedy, Drama, Romance",5.1,887,David Dhawan,Govinda,Urmila Matondkar,Nagma
7920,Love Aaj Kal,-1974,137 min,"Comedy, Drama",7.2,368,Mehmood,Mehmood,Bharathi,Aachi Manorama
7922,Sikandar,-2007,86 min,Drama,5.7,7,Suresh Jain,Tanveer,Karishma,Urmila
7927,Ramaa: The Saviour,-1991,133 min,"Action, Drama, Romance",4.2,531,Deepak Bahry,Sunil Dutt,Kabir Bedi,Salman Khan
7928,A Wednesday,-2009,161 min,"Action, Crime, Drama",5.7,"4,842",Renzil D'Silva,Lewis Tan,Kareena Kapoor,Saif Ali Khan
7930,Hare Ram,-2000,129 min,"Action, Crime, Drama",6,996,Mahesh Manjrekar,Mukesh Rishi,Sanjay Dutt,Mahima Chaudhry
7935,Minnaminnikkoottam,-2008,165 min,"Comedy, Drama, Family",4.7,915,P. Vasu,Rajinikanth,Pasupathy,Meena
7937,Student No. 1,-2010,121 min,Comedy,4.3,171,Rajeev Kumar,Rajpal Yadav,Nargis Bagheri,Om Puri
7939,Asalu Em Jarigindhante,-2018,143 min,Comedy,8.9,10,Sunil Patel,Raz Rehman Ali,Jass Boparai,Tanya Daang
7945,Raju Bhai,-2014,98 min,"Drama, History, War",7.4,"1,844",Vijay Raaz,Karan Arora,Vijay Raaz,Manu Rishi Chadha
7947,Pandurangadu,-2000,155 min,"Drama, Romance",5.9,"1,975",Kundan Shah,Preity Zinta,Saif Ali Khan,Chandrachur Singh
7948,Veera Prathap,-2007,120 min,"Comedy, Drama, Romance",3.6,346,Lovely Singh,Tusshar Kapoor,Ayesha Takia,Karan Hukka
7952,Don 2,-2011,142 min,"Crime, Drama, Thriller",6.1,22,Y.P. Singh,Gurpreet Kaur Chadha,Shalini Chandran,T.K. Chowdhary
7954,Lahore,-2002,145 min,"Drama, Romance",3.9,441,K. Muralimohana Rao,Jackie Shroff,Aftab Shivdasani,Ameesha Patel
7957,Panakkaran,-2005,172 min,"Comedy, Mystery",6.1,"3,296",Sangeeth Sivan,Tusshar Kapoor,Riteish Deshmukh,Isha Koppikar
7958,Fatso!,-2016,124 min,Comedy,1.9,"4,165",Umesh Ghadge,Tusshar Kapoor,Aftab Shivdasani,Krishna Abhishek
7959,Kanchivaram,-2012,136 min,Comedy,4.9,"3,748",Sachin Yardi,Anupam Kher,Neha Sharma,Riteish Deshmukh
7960,Mukhbiir,-2001,131 min,"Action, Comedy, Drama",5.4,"2,023",David Dhawan,Govinda,Sushmita Sen,Rambha
7961,Dasvidaniya,-2005,160 min,"Drama, Romance",5.6,"3,775",Priyadarshan,Salman Khan,Kareena Kapoor,Rimi Sen
7965,Raajneeti,-2004,165 min,"Comedy, Drama, Romance",4.2,"1,724",Samir Karnik,Amitabh Bachchan,Vivek Oberoi,Aishwarya Rai Bachchan
7967,Allah Ke Banday,-1994,169 min,"Drama, Family",5.8,"1,158",Raj Kanwar,Anil Kapoor,Sridevi,Raveena Tandon
7971,Oye Lucky! Lucky Oye!,-2011,87 min,Comedy,5.8,56,Murali Nair,Raghuvir Yadav,Sheila Naidu,Saurab Gharipurikar
7972,Seema Sastry,-2007,122 min,"Drama, Family, Romance",5.4,"2,352",Pradeep Sarkar,Rani Mukerji,Jaya Bachchan,Konkona Sen Sharma
7978,Parunthu,-2019,155 min,"Action, Adventure, Drama",7.3,"4,115",Navdeep Singh,Saif Ali Khan,Zoya Hussain,Manav Vij
7980,Leelai,-2016,147 min,"Comedy, Crime, Drama",8,"4,340",Syed Ahmad Afzal,Randeep Hooda,Akshay Oberoi,Rajniesh Duggall
7983,Nenu Meeku Telusa...?,-2017,130 min,"Comedy, Drama, Musical",3.4,130,Manish Harishankar,Gurmeet Choudhary,Bharat Dungrani,Akshara Haasan
7985,1920,-1992,126 min,"Action, Crime, Drama",3.2,23,Sunil Agnihotri,Ishrat Ali,Asrani,Sharokh Bharucha
7988,Enthiran,-1981,189 min,"Drama, Action, Musical",7.1,"2,230",Prakash Mehra,Amitabh Bachchan,Zeenat Aman,Rakhee Gulzar
7989,King,-1999,117 min,"Action, Crime, Drama",4.4,151,Shrikant Sharma,Jackie Shroff,Dimple Kapadia,Akshaye Khanna
7990,Annan Thambi,-1966,125 min,Family,6.4,7,Ashok Chattopadhyay,Master Shankar,Master Sushobhan,Asitbaran
7998,Thirakkatha,-2014,106 min,Romance,3.6,20,Ashok Mehta,Ruby Ahmed,Khushboo Khan,Gautmi
8002,Saroja,-1981,148 min,Comedy,5.8,27,Khalid Akhtar,Sanjeev Kumar,Reena Roy,Amjad Khan
8003,Bullet to the Head,-2006,117 min,Comedy,3.6,125,Udyakanth,Javed Abdi,Krishna Bhatt,Preeti Bhutani
8004,Lamhaa: The Untold Story of Kashmir,-2011,140 min,"Comedy, Crime, Drama",6,"9,109",Maneesh Sharma,Ranveer Singh,Anushka Sharma,Parineeti Chopra
8008,Kurukshetra,-1953,161 min,Comedy,5.9,16,M.V. Raman,Vyjayanthimala,Anjali Devi,Bharat Bhushan
8029,Maya Bazar,-1975,137 min,"Drama, Family",6.2,22,Harmesh Malhotra,Randhir Kapoor,Mumtaz,Pran
8031,Aegan,-2010,126 min,"Action, Drama, Romance",5.2,"2,027",Pradeep Sarkar,Neil Nitin Mukesh,Deepika Padukone,Vijay Adhav
8035,"Oh, My God!!",-2001,224 min,"Drama, Musical, Sport",8.1,"1,07,234",Ashutosh Gowariker,Aamir Khan,Raghuvir Yadav,Gracy Singh
8041,Hulla,-2006,144 min,"Comedy, Drama, Romance",8,"44,090",Rajkumar Hirani,Sanjay Dutt,Arshad Warsi,Vidya Balan
8045,Saleem,-2013,125 min,Romance,6.5,55,Ajay Naik,Umesh Kamat,Mukta Barve,Siddharth Chandekar
8046,The Lovers,-2017,48 min,"Drama, Mystery, Thriller",7.2,13,K Sukumar,Abhijeet K.,Kainat Ahmed,Akash
8055,Jhootha Hi Sahi,-1997,172 min,"Action, Drama",4.5,611,Mehul Kumar,Naseeruddin Shah,Akshay Kumar,Karisma Kapoor
8057,Wake Up Sid,-2010,145 min,"Action, Drama, Sport",6.3,514,Sanjay Puran Singh Chauhan,Farooq Shaikh,Nafisa Ali,Aanaahad
8058,Fox,-2021,68 min,"Crime, Drama, Thriller",2.8,522,Kunal Kohli,Richa Chadha,Nikhat Khan,Abdullah Osman
8062,Kal Kissne Dekha,-1979,139 min,"Action, Drama",6.1,87,Mahesh Bhatt,Vinod Khanna,Shabana Azmi,Danny Denzongpa
8069,Dev.D,-2005,119 min,"Crime, Thriller",3.4,39,Vicky G.,Payal Rohatgi,Farid Amiri,Chery Shety
8071,Sorry Bhai!,-1953,132 min,Romance,8,25,K. Amarnath,Shammi Kapoor,Nutan,Ulhas
8073,New York,-2018,140 min,"Drama, Romance",7.8,"2,701",Sajid Ali,Avinash Tiwary,Tripti Dimri,Sumit Kaul
8078,Sagar Alias Jackie: Reloaded,-2001,202 min,"Action, Crime, Drama",6.7,"2,534",Rajkumar Santoshi,Manisha Koirala,Jackie Shroff,Madhuri Dixit
8080,Maharathi,-1958,120 min,"Drama, Family",7.3,43,Narendra Suri,Nargis,Balraj Sahni,Kumari Naaz
8082,Blue Oranges,-2014,63 min,"Drama, Romance",6.9,17,Pushpendra Singh,Sanghmitra Hitaishi,Pushpendra Singh,Sugna Devi
8083,Raavan,-2004,170 min,"Action, Romance",4.4,932,Ahmed Khan,Sunny Deol,Sunil Shetty,Sohail Khan
8084,Veruthe Oru Bharya,-2013,113 min,Crime,5.4,129,Zubair Khan,Vicky Ahuja,Saaikat Bagbaan,Ajaz Khan
8091,Aapthamitra,-1984,136 min,"Comedy, Musical, Romance",6.8,126,Basu Chatterjee,Sanjeev Kumar,Farooq Shaikh,Anita Raj
8092,I Am 24,-1971,155 min,"Comedy, Drama",7,69,S.S. Balan,Mehmood,Pran,Ramesh Deo
8097,Raaz: The Mystery Continues,-1991,133 min,Drama,4.7,37,Sunil Sikand,Naseeruddin Shah,Jackie Shroff,Sangeeta Bijlani
8098,Cycle,-1982,134 min,Drama,5,10,B.S. Thapa,Reena Roy,Raj Babbar,Ranjeet
8099,Do Knot Disturb,-2014,115 min,Drama,7.9,"1,520",Nagesh Kukunoor,Monali Thakur,Vibha Chhibber,Ranjeet Jha
8102,Dredd,-2004,186 min,"Action, Drama, Romance",7.9,"21,444",Farhan Akhtar,Hrithik Roshan,Preity Zinta,Amitabh Bachchan
8103,Ishqiya,-1999,180 min,"Action, Drama",3.2,588,K.C. Bokadia,Amitabh Bachchan,Manisha Koirala,Shilpa Shetty Kundra
8104,Pyaar Impossible!,-1966,135 min,Mystery,5.7,14,Jugal Kishore,Prithviraj Kapoor,Sheikh Mukhtar,Sujit Kumar
8114,Manjadikuru,-1978,123 min,Thriller,6.2,16,Batra Mohinder,Kanak Mukherjee,Tanuja,Ranjit Mallick
8118,Ayan,-1971,148 min,Drama,6.5,117,Sushil Majumdar,Raaj Kumar,Hema Malini,Rakhee Gulzar
8119,Madholal Keep Walking,-1960,134 min,Thriller,6.3,9,Nanabhai Bhatt,Paidi Jairaj,Helen,Kamal Kapoor
8120,Antaheen,-2002,131 min,"Musical, Action, Drama",6.7,88,Gaganvihari Borate,Nandita Das,Sharad S. Kapoor,Makrand Deshpande
8121,Gandhada Gudi,-2012,147 min,History,7.4,8,Devendra Bhagat,Sachendra Choubey,Divyanka Tripathi Dahiya,Prince Khan
8141,Arundhati,-1992,142 min,"Action, Crime, Drama",4.6,18,Sharad Chaudhary,Master Akash,Mahesh Anand,Kabir Bedi
8142,Naughty @ 40,-2010,152 min,"Action, Drama, Thriller",5,626,Rahul Dholakia,Sanjay Dutt,Bipasha Basu,Kunal Kapoor
8143,Chatur Singh Two Star,-1991,187 min,"Drama, Musical, Romance",7.4,"2,638",Yash Chopra,Anil Kapoor,Sridevi,Anupam Kher
8144,Madrasapattinam,-2016,92 min,Drama,7.3,278,Goran Paskaljevic,Victor Banerjee,Geetanjali Thapa,Uttara Baokar
8145,Dishyum,-2011,107 min,"Action, Crime, Drama",5.8,205,Maqbool Khan,Manoj Bajpayee,Arjan Bajwa,Tia Bajpai
8153,Maruthamalai,-1989,176 min,"Action, Crime, Drama",5.8,43,Jagdish Kadar,Kader Kashmiri,Dev Anand,Javed Jaffrey
8155,Roja Kootam,-2018,108 min,Drama,6,77,Manav Bhalla,Dolly Ahluwalia,Priyanshu Chatterjee,Tisca Chopra
8157,Miral,-2019,74 min,"Comedy, Drama",8.8,10,Ronit Jadhav,Ronit Jadhav,Rohit D'Souza,Darshil Gandhi
8160,Khela,-2013,118 min,"Action, Crime, Drama",3.4,124,Israr Ahmed,Nawazuddin Siddiqui,Kader Khan,Murli Sharma
8161,Sampathige Saval,-2018,92 min,Comedy,6.6,7,Shahid Kazmi,Sajad Khaki,Tariq Imtyaz,Mushtaq Ali
8164,Jai Veeru: Friends Forever,-1967,160 min,"Comedy, Drama, Musical",6.5,50,Hari Walia,Shammi Kapoor,Nutan,Prem Chopra
8167,99,-1997,110 min,"Adventure, Drama, Fantasy",6,22,V. Madhusudan Rao,Jeetendra,Jaya Prada,Arun Govil
8170,Chakk De Phatte,-2010,120 min,Animation,6.6,32,Dhavala Satyam,Natalie DP,Arun Govil,Robert Lang
8172,Kisaan,-1993,90 min,Drama,5.2,9,Apurba Kishore Bir,Aditi Bir,Saumysri Misra,Tara Shankar Misra
8181,Aa Dekhen Zara,-2020,141 min,"Action, Comedy, Horror",2.4,"49,164",Lawrence Raghavendra,Balakrishnan Thevar,Akshay Kumar,Kiara Advani
8183,Karthik Calling Karthik,-2012,113 min,Comedy,6.2,18,Amjad Khan,Shahbaz Baweja,Umesh Gautam,Nandini Jumani
8184,The Prodigies,-2012,125 min,"Comedy, Drama, Romance",5.3,199,Raja Chanda,Laboni Sarkar,Payel Sarkar,Subhasish Mukherjee
8186,Race 2,-1964,176 min,"Comedy, Romance, Thriller",7.3,190,Ram Mukherjee,Dilip Kumar,Vyjayanthimala,Jayant
8187,Naan Kadavul,-1939,166 min,"Action, Adventure",6.6,8,Vijay Bhatt,Paidi Jairaj,Miss Mehtab,Shirin Banu
8188,Santhosh Subramaniyam,-2008,115 min,"Documentary, Music",8.9,94,Jaideep Varma,Kilam Amit,Asheem Chakravarty,Rahul Ram
8193,13B: Fear Has a New Address,-2014,140 min,"Comedy, Romance",4.9,679,Arif Ali,Armaan Jain,Deeksha Seth,Varun Badola
8195,Dhaam Dhoom,-1990,171 min,"Drama, Fantasy, Musical",7.5,331,Gulzar,Vinod Khanna,Dimple Kapadia,Amjad Khan
8196,Mugavari,-2016,109 min,"Drama, Mystery, Thriller",6.7,"1,111",Jayaprakash Radhakrishnan,Anand Sami,Jayaprakash Radhakrishnan,Misha Ghoshal
8198,Yaaradi Nee Mohini,-2002,149 min,"Comedy, Drama, Family",5.1,"5,207",Kunal Kohli,Hrithik Roshan,Kareena Kapoor,Rani Mukerji
8199,Mirch,-2004,163 min,"Action, Drama, Thriller",6.1,"1,404",Milan Luthria,Amitabh Bachchan,Sanjay Dutt,Akshaye Khanna
8201,Chirodini Tumi Je Amar,-2009,125 min,"Crime, Drama, Musical",5.7,19,Aarif Sheikh,Gayatri Bahl,Aqib Afzaal,Ajay Chaudhary
8202,I Love You,-2004,108 min,Comedy,6.3,116,Siddharth Anand Kumar,Ankur Tewari,Aashish Chaudhary,Roshni Chopra
8205,Jackpot,-2017,77 min,"Horror, Mystery",5.7,14,Kshitij Sharma,Kshitij Sharma,Anoma Pabuwal,Deeya Dey
8206,Kaalbela,-2013,104 min,"Adventure, Drama, Family",6.8,949,Geethu Mohandas,Nawazuddin Siddiqui,Geetanjali Thapa,Manya Gupta
8207,Sathi,-1988,137 min,Drama,8.2,37,Gulzar,Shabana Azmi,Utpal Dutt,Naseeruddin Shah
8208,Dhoondte Reh Jaoge,-2017,145 min,"Action, Adventure, Thriller",5.9,880,Hanu Raghavapudi,Nithiin,Megha Akash,Ravi Kishan
8210,Chance Pe Dance,-2010,125 min,Drama,4.4,47,Anup Das,Rituparna Sengupta,Kiran Janjani,Yashpal Sharma
8211,Bishh,-2007,132 min,"Comedy, Drama, Romance",7.4,"11,346",Anurag Basu,Dharmendra,Irrfan Khan,Konkona Sen Sharma
8212,Agent Vinod,-2014,116 min,"Comedy, Romance",5.4,45,Manoj Amarnani,Manoj Amarnani,Nancy Brunetta,Anokhi Dalvi
8213,Once Upon a Time in Mumbaai,-2017,130 min,Comedy,5.5,16,Ejaz Ahmed,Ejaz Ahmed,Prerna Gupta,Javed Hyder
8214,Action Replayy,-2012,155 min,"Action, Comedy",5.3,255,Rakesh Mehta,Kay Kay Menon,Ranvir Shorey,Pradhuman Singh
8215,Well Done Abba!,-2007,145 min,"Drama, Thriller",5.8,271,Vikram Bhatt,Aftab Shivdasani,Dino Morea,Anuj Sawhney
8216,Chalo Let's Go,-2019,119 min,"Comedy, Drama",7.1,23,Manoj Sharma,Rajniesh Duggall,Krishna Abhishek,Yuvika Chaudhary
8218,Challenge,-2018,81 min,Drama,6.6,36,Pawan k Shrivastava,Ravi Sah,Shalini Mohan,Bhaskar Jha
8219,Straight,-2012,127 min,"Adventure, Drama, Fantasy",7.9,"5,91,417",Ang Lee,Suraj Sharma,Irrfan Khan,Adil Hussain
8220,Sarvam,-1939,164 min,"Drama, Romance",6.4,11,Shantaram Rajaram Vankudre,Shahu Modak,Shanta Hublikar,Sundarabai
8221,Mon Mane Na,-2012,100 min,"Drama, Family",5.9,7,Ananth Narayan Mahadevan,Saniya Anklesaria,Sunita Sen Gupta,Darshan Jariwala
8227,Premer Kahini,-2019,85 min,Drama,7.1,29,Rahat Kazmi,Tannishtha Chatterjee,Sonal Sehgal,Virendra Saxena
8228,Golmaal,-2007,165 min,"Drama, Family",8.4,"1,75,810",Aamir Khan,Amole Gupte,Darsheel Safary,Aamir Khan
8232,Eradu Kanasu,-2014,174 min,"Action, Comedy, Drama",5.6,"5,137",K.S. Ravikumar,Rajinikanth,Anushka Shetty,Sonakshi Sinha
8233,Nater Guru,-2016,118 min,"Biography, Drama",8,"2,20,526",Garth Davis,Dev Patel,Nicole Kidman,Rooney Mara
8235,Manithan,-2016,117 min,"Comedy, Drama",6.8,"6,373",Alankrita Shrivastava,Aahana Kumra,Ratna Pathak Shah,Konkona Sen Sharma
8236,Polladhavan,-2013,108 min,Drama,6.6,588,Avinash Kumar Singh,Farooq Shaikh,Deepti Naval,Swara Bhaskar
8238,Sold,-2019,105 min,Family,8.6,"1,417",Shekhar S. Jha,Priyanshu Chatterjee,Gulnaz Siganporia,Aadi
8243,Paranoia,-2001,126 min,"Action, Fantasy, Musical",5.1,207,Singeetam Srinivasa Rao,Bharti Achrekar,Fathima Babu,Ash Chandler
8244,Pakal Nakshatrangal,-2020,69 min,"Animation, Action",6.1,12,Prakash Satam,Jigna Bharadhwaj,Neshma Chemburkar,Saumya Daan
8245,Champion,-2014,103 min,Drama,5.8,102,Maninder Chana,Om Puri,Deep Dhillon,Aamrik Arjun
8248,Agyaat,-1996,160 min,"Action, Comedy, Romance",5.1,510,David Dhawan,Anil Kapoor,Juhi Chawla,Kulbhushan Kharbanda
8249,Bhakta Prahlada,-1973,138 min,"Romance, Thriller",6.5,156,A. Bhimsingh,Dharmendra,Mumtaz,Roopesh Kumar
8251,Kasturi Nivasa,-2003,255 min,"Drama, History, War",5.2,"2,601",J.P. Dutta,Sanjay Dutt,Ajay Devgn,Saif Ali Khan
8254,Mayura,-2015,92 min,"Drama, Romance",5.8,"2,434",Sudhanshu Saria,Dhruv Ganesh,Siddharth Menon,Shiv Panditt
8256,Unnaipol Oruvan,-2012,125 min,"Drama, Thriller",6.1,99,Sanjeev Reddy,Himanshu Bhatt,Raadhika Singh,Akkash Basnet
8258,Operation Diamond Racket,-1987,153 min,"Action, Drama, Thriller",6,217,Raj N. Sippy,Dharmendra,Shatrughan Sinha,Karan Kapoor
8259,Goa,-1997,160 min,Action,5.5,515,Kanti Shah,Dharmendra,Mithun Chakraborty,Govinda
8260,Apartment: Rent at Your Own Risk,-2019,120 min,Drama,7.8,8,Lal Vijay Shahdeo,Vijay Raaz,Sanjay Mishra,Akhilendra Mishra
8262,Neninthe,-2007,88 min,"Comedy, Music",7,761,Manish Acharya,Shabana Azmi,Ajay Naidu,Ayesha Dharker
8269,We Are Family,-2005,149 min,"Action, Comedy, Drama",4.4,98,Sundar C.,Prashanth,Ankita,Mumtaz
8270,Kutty Srank: The Sailor of Hearts,-2009,90 min,"Action, Drama, Fantasy",3.8,8,Babbar Subhash,Bobby Khan,Milind Gunaji,Nawab Shah
8271,No Problem,-2020,77 min,"Crime, Drama, Thriller",6.4,"1,653",Kanwal Sethi,Mouni Roy,Purab Kohli,Kiren Jogi
8272,Mohandas,-2009,146 min,"Drama, Music",5.3,"4,375",Vipul Amrutlal Shah,Salman Khan,Ajay Devgn,Om Puri
8274,Soggadi Pellam,-2012,100 min,Romance,5.7,"3,677",Anu Menon,Ali Zafar,Aditi Rao Hydari,Candice Pereira
8275,Mesthri,-2014,68 min,"Crime, Drama, Thriller",7.7,45,Moosa Saleem,Atif Rashid,Saurabh Kumar,Anamika Raj
8276,Passenger,-2017,105 min,"Comedy, Crime, Drama",6.8,"2,573",Nikhil Bhat,Arjun Mathur,Nidhi Singh,Sheetal Thakur
8279,Dhobi Ghat,-2011,110 min,"Action, Comedy, Crime",3.3,303,Rajnish Thakur,Shweta Bhardwaj,Mimoh Chakraborty,Prem Chopra
8280,All the Best: Fun Begins,-2020,132 min,"Comedy, Crime",7.6,"15,188",Rajesh Krishnan,Kunal Khemu,Rasika Dugal,Vijay Raaz
8281,Rocket Singh: Salesman of the Year,-2013,136 min,"Drama, Romance",7.3,"14,888",Vikramaditya Motwane,Ranveer Singh,Sonakshi Sinha,Barun Chanda
8284,Vel,-1993,156 min,"Action, Romance, Thriller",5.1,267,Dharmesh Darshan,Sunny Deol,Juhi Chawla,Dinesh Anand
8288,Thanks Maa,-2019,107 min,"Crime, Mystery",7,5,Wanphrang Diengdoh,Poonam Agarwal,Elizer Bareh,Deihokhlang Basaiawmoit
8291,Deiva Magan,-1991,152 min,"Drama, Musical, Romance",5.9,"1,267",Suresh Krishna,Salman Khan,Arun Bakshi,Rita Bhaduri
8294,Guzaarish,-1986,145 min,"Drama, Romance",5.7,87,Esmayeel Shroff,Tanuja,Rohan Kapoor,Neelam Kothari
8296,Chal Chala Chal,-2020,142 min,"Drama, Romance",4.7,"6,994",Imtiaz Ali,Kartik Aaryan,Sara Ali Khan,Randeep Hooda
8297,"#73, Shaanthi Nivaasa",-2009,128 min,"Comedy, Drama, Romance",6.8,"15,191",Imtiaz Ali,Saif Ali Khan,Deepika Padukone,Rishi Kapoor
8299,Gaturro,-2016,90 min,Thriller,7.4,26,Aditya Warang,Raushan Jha,Kajal Solanki,Qasim Khan
8302,Tum Milo Toh Sahi,-2017,107 min,"Comedy, Drama, Romance",7.4,828,Jatla Siddartha,Saharsh Kumar Shukla,Taneea Rajawat,Hima Singh
8304,Saat Pake Bandha,-2003,120 min,"Drama, Romance",3.8,205,Dev Anand,Dev Anand,Heenee Kaushik,Shoib Khan
8305,Magadheera,-1997,160 min,Romance,5.1,126,P. Vasu,Apache Indian,Prabhu Deva,Aachi Manorama
8306,Peepli [Live],-2011,156 min,"Comedy, Drama, Romance",5.8,"1,006",Sahil Sangha,Zayed Khan,Dia Mirza,Cyrus Sahukar
8310,Ee Pattanathil Bhootham,-2015,122 min,Romance,5.2,47,Raj Shetty,Mohit Madaan,Jyoti Sharma,Manoj Pahwa
8311,Pokkiri,-2011,141 min,"Comedy, Drama",5.3,117,Sunny Bhambhani,Sahil Mehta,Mannat Ravi,Vikas Katyal
8312,Villu,-2009,107 min,Romance,6,10,Abhinay Deo,Divya Dutta,Kalpana Pandit,Jesse Randhawa
8313,Rann,-2016,114 min,"Crime, Thriller",4.3,873,Vikram Bhatt,Patralekhaa Paul,Tara-Alisha Berry,Gaurav Arora
8321,Ek: The Power of One,-2009,91 min,"Documentary, Drama",6.5,246,Qaushiq Mukherjee,Diveyaa Dwivedi,Divyaa Dwivedi,Ranajit Mohanty
8322,Oy!,-2006,136 min,"Action, Comedy, Crime",3.1,15,Akram Shaikh,Ketki Dave,Shakti Kapoor,Bobby Khan
8325,Khatta Meetha,-2004,143 min,"Drama, Mystery, Romance",3.6,120,Rajat Mukherjee,Sonu Nigam,Flora Saini,Jharana Bajracharya
8328,Prince,-1966,164 min,"Romance, Comedy, Drama",6.8,154,Pramod Chakravorty,Joy Mukherjee,Asha Parekh,Mehmood
8330,Bhramaram,-2006,126 min,Comedy,4.2,40,B.H. Tharun Kumar,Rishi Kapoor,Akshat Bhatia,Namitha
8331,Deepavali,-2016,132 min,Comedy,6.6,13,Indervesh Yogee,Nivedita Chandel,Pooja Banerjee,Shaleen Bhanot
8332,Abohomaan,-2001,131 min,"Comedy, Crime, Romance",6,"1,567",Eeshwar Nivas,Saif Ali Khan,Fardeen Khan,Aftab Shivdasani
8333,Raju Maharaju,-2009,130 min,"Comedy, Drama, Romance",5.7,304,Srinivas Bhashyam,Randeep Hooda,Rituparna Sengupta,Sada
8334,I Am Number Four,-1989,146 min,"Drama, Romance",5.5,867,Babbar Subhash,Aamir Khan,Juhi Chawla,Gulshan Grover
